Name,UnitPrice,nb_ventes
When You Gonna Learn (Digeridoo),0.99,1
Where Have All The Good Times Gone?,0.99,1
Where The River Goes,0.99,1
Where The Wild Things Are,0.99,1
Wherever You May Go,0.99,1
Whiplash,0.99,1
White Feather,0.99,1
White Riot,0.99,1
Who Needs You,0.99,1
Who Wants To Live Forever,0.99,1
Who'll Stop The Rain,0.99,1
Whole Lotta Love,0.99,1
Whole Lotta Love (Medley),0.99,1
Why Go,0.99,1
Wild Hearted Son,0.99,1
Wild Side,0.99,1
Wildest Dreams,0.99,1
Winterlong,0.99,1
With Or Without You,0.99,1
Women In Uniform,0.99,1
Won't Get Fooled Again (Full Length Version),0.99,1
Wonderful Tonight,0.99,1
Woodpecker From Mars,0.99,1
World Wide Suicide,0.99,1
Wrote A Song For Everyone,0.99,1
X-9 2001,0.99,1
Xanadu,0.99,1
Xote Dos Milagres,0.99,1
Yahweh,0.99,1
Yesterday To Tomorrow,0.99,1
Yesterdays,0.99,1
You Ain't the First,0.99,1
You Are The Everything,0.99,1
You Can't Do it Right (With the One You Love),0.99,1
You Could Be Mine,0.99,1
You Fool No One,0.99,1
You Keep On Moving,0.99,1
You Know I'm No Good,0.99,1
You Know I'm No Good (feat. Ghostface Killah),0.99,1
You Learn,0.99,1
You Oughta Know,0.99,1
You Really Got Me,0.99,1
You Shook Me,0.99,1
You Shook Me(2),0.99,1
You Sure Love To Ball,0.99,1
You're Gonna Break My Hart Again,0.99,1
You've Been A Long Time Coming,0.99,1
Your Blue Room,0.99,1
Your Time Has Come,0.99,1
Zambação,0.99,1
Zeca Violeiro,0.99,1
Zither,0.99,1
Zooropa,0.99,1
Zé Trindade,0.99,1
[Just Like] Starting Over,0.99,1
[Untitled],0.99,1
Às Vezes,0.99,1
Água E Fogo,0.99,1
Água de Beber,0.99,1
É Fogo,0.99,1
"Étude 1, In C Major - Preludio (Presto) - Liszt",0.99,1
Óculos,0.99,1
